ADOPT,Adoption_1,Adoption_2,Adoption_3,AFFECT,Affect_1,Affect_2,Affect_3,Affect_4,Affect_5,Affect_6,AGE,AROUSAL,Arousal_1,Arousal_2,Arousal_3,Arousal_4,Arousal_5,Arousal_6,ATTITUDE,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Browser,BrowserCode_Safari,BrowserCode_SafariIphone,BrowserVersion,Clicks_High,Clicks_Low,comm1,comm2,comm3,comm4,comm5,comm6,COMMENTBOX,COMMUNCATION,control1,control2,control3,control4,control5,CONTROL,COURSES,DOMINANCE,Dominance_1,Dominance_2,Dominance_3,Dominance_4,Dominance_5,Dominance_6,DURATION_BOOK,DURATION_SURVEY,EASE,Ease_1,Ease_2,Ease_3,Ease_4,education,efficacy1,efficacy2,efficacy3,EFFICACY,EndDate,FlashVersion,Hours_Dig,Hours_Int,Hours_Read,Income,INT_MANIP,INTLEVEL,involve1,involve2,involve3,involve4,INVOLVEMENT,IPAD,iPAD_D,IPAddress,Java,KINDLE,Kindle_D,know1,know2,Native,num_books,OperatingSystem,PERCINT,PLEASURE,Pleasure_1,Pleasure_2,Pleasure_3,Pleasure_4,Pleasure_5,Pleasure_6,PRIOR_KNOW,PU_PRINT,pup1,pup2,pup3,QualtricsID,RAttitude_1,RAttitude_2,RAttitude_3,RAttitude_4,READATTITUDE,Resolution,RISK,Risk_1,Risk_2,Risk_3,Risk_4,SEX,StartDate,StudyID,SurveyLength,SYNCH,Synchronic1,Synchronic2,Synchronic3,Synchronic4,Synchronic5,Think_Book,Think_Stud,TimeFirst_High,TimeFirst_Low,TimeLast_High,TimeLast_Low,TimeSubmit_High,TimeSubmit_Low,USEFUL,Usefulness_1,Usefulness_2,Usefulness_3,Usefulness_4,UserAgent,VIVID,Vividness_1,Vividness_2,Vividness_3,year_born,DigitalNative,INVOLVEMENT_Involvement_binned,PERCINT_Involvement_binned,READATTITUDE_Involvement_binned,RISK_Involvement_binned,INVOLVEMENT_bin,PERCINT_bin,READATTITUDE_bin,RISK_bin
3,3,2,4,3.66666666666667,4,3,3,4,5,3,19,2.16666666666667,2,3,2,1,3,2,4.5,5,4,4,5,Safari,1,0,4, ,1,6,5,4,6,3,3, ,4.8,6,4,5,4,5,4.8,5,4.66666666666667,4,5,4,4,5,6,70.884,.29527777,4.25,3,5,4,5,3,6,6,5,5.66666666666667,11/28/2011,11.1.102,1,5,1,3,6,0,3,5,4,2,3.5,0,0,67.166.28.155,0,0,0,4,4,0,2,Android 2.3.3,.159001932444444,3.33333333333333,3,2,4,2,4,5,4,4.66666666666667,4,4,6,R_9pFRQw6S7WeeXxa,4,5,3,5,4.25,800x1130,2.5,3,3,2,2,0,11/28/2011,315,0:17:42,5.6,6,5,7,6,4,Its a great idea,No, ,10.171, ,10.171, ,81.055,5.5,5,6,6,5,"Mozilla/5.0 (Linux; U; Android 2.3.3; en-us; SGH-T759 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",3.66666666666667,3,4,4,1992,1,1,2,1,1,1,2,1,1
7,7,7,7,3.16666666666667,4,3,3,3,3,3,20,2.66666666666667,4,2,4,3,1,2,4,4,4,4,4,Firefox,0,0,8,2, ,4,4,3,4,4,4,2,3.8,7,6,7,4,7,6.2,5,4.83333333333333,6,4,7,4,4,4,80.914,.79555553,7,7,7,7,7,3,7,7,7,7,12/1/2011,10.1.82,1,20,1,5,4,1,4,4,4,4,4,0,0,68.91.131.3,0,1,1,1,1,0,3,WOW64,-.174331400888889,3.33333333333333,4,2,4,4,4,2,1,2.66666666666667,3,3,2,R_a3nKSG34qpq4d3m,2,2,2,4,2.5,1366x768,1,1,1,1,1,1,12/1/2011,186,0:47:43,4.8,5,3,6,6,4,I prefer reading digital books over paper back any day., ,9.392, ,90.2959999999999, ,90.306, ,5.5,6,6,6,4,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,6.33333333333333,7,5,7,1991,1,1,2,1,1,1,2,1,1
4.33333333333333,4,4,5,4,5,3,4,4,4,4,23,4.16666666666667,4,4,4,4,5,4,5.75,5,6,6,6,MSIE,0,0,9,2, ,4,6,7,4,6,5,2,5.4,7,7,7,5,5,6.2,10,4.33333333333333,6,2,6,4,4,4,106.142,.26833335,5.25,5,5,5,6,3,6,7,6,6.33333333333333,12/1/2011,11.0.1.152,0,25,1,1,5,1,4,4,2,4,3.5,0,0,66.66.125.163,1,0,0,2,1,0,0,Windows NT 6.1,-.0354425120000001,5.83333333333333,5,7,6,7,6,4,1.5,2.33333333333333,2,2,3,R_6r6PhsFlpKU3SM4,4,6,4,5,4.75,1366x768,1,1,1,1,1,1,12/1/2011,244,0:16:06,4.4,4,4,4,4,6,it was alright,no.,5.801, ,111.942, ,111.943, ,5.5,6,6,5,5,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),3.33333333333333,4,3,3,1988,1,1,2,1,1,1,2,1,1
1,1,1,1,2.33333333333333,4,2,1,2,1,4,23,1.66666666666667,2,3,1,1,2,1,4,4,4,4,4,Firefox,0,0,8,2, ,5,1,2,2,1,1,2,2.2,7,7,6,7,7,6.8,42,5,2,6,7,4,5,6,142.608,.34083334,6.5,6,7,7,6,3,2,5,4,3.66666666666667,12/1/2011,10.3.183,1,30,2,1,5,1,2,4,1,1,2,0,0,67.174.43.139,1,0,0,2,2,0,0,rv:8.0,.0201130435555555,1.66666666666667,2,1,1,2,3,1,2,3,3,1,5,R_9SuXWMAPHnlsaRm,3,5,6,6,5,1280x800,1,1,1,1,1,1,12/1/2011,199,0:20:27,6.4,7,6,6,6,7,not really an enjoyable experience...it was kinda boring but nice to try out though.,"No, none that I can think of.",4.916, ,147.51, ,147.524, ,4.75,6,5,5,3,Mozilla/5.0 (Windows NT 6.0; rv:8.0) Gecko/20100101 Firefox/8.0,7,7,7,7,1988,1,1,2,1,1,1,2,1,1
5,5,6,4,5.5,7,5,6,5,6,4,22,3.16666666666667,3,2,4,3,3,4,5.5,6,5,5,6,Firefox,0,0,8.0.1, ,2,4,3,4,3,3,5, ,3.4,5,7,5,6,4,5.4,50,4,4,4,5,4,4,3,148.539,.39444444,5.5,6,6,4,6,4,5,6,6,5.66666666666667,12/1/2011,10.3.183,17,33,22,2,4,0,4,6,4,4,4.5,1,1,24.139.120.217,1,0,0,3,3,0,5,rv:8.0.1,.297890821333333,5,4,5,5,5,5,6,3,6,5,6,7,R_0x286a6X7Fjhfg0,5,4,6,5,5,1280x800,2,2,2,2,2,0,12/1/2011,513,0:23:40,5.4,4,6,6,7,4,it should have more visual material and be more interactive but overall very good information,some of the questions were redundant, ,8.06, ,156.591, ,156.599,6,7,6,6,5,Mozilla/5.0 (Windows NT 6.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1,4.33333333333333,4,4,5,1989,1,1,2,1,1,1,2,1,1
5,7,5,3,5.33333333333333,7,4,6,6,6,3,23,4.83333333333333,5,5,4,4,6,5,6.25,6,7,5,7,Firefox,0,0,8,2, ,6,3,6,4,6,6,1,5,7,7,7,2,6,5.8,10,3.5,5,5,4,1,4,2,250.006,.40055555,6.75,7,6,7,7,3,7,7,7,7,12/1/2011,11.1.102,2,10,2,3,3,1,4,6,3,4,4.25,0,0,70.164.237.225,1,0,0,4,5,0,0,WOW64,.631224154666666,6.16666666666667,6,6,7,5,6,7,4.5,6.66666666666667,6,7,7,R_6g9B0OtOHxQFZGI,4,3,3,5,3.75,1360x768,2,2,2,3,1,0,12/1/2011,239,0:24:02,6.6,5,7,7,7,7,I think it would make a good read for someone who needed an idea for a vacation.,I think this study was easy to complete,3.961, ,253.954, ,253.967, ,6.75,7,7,6,7,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,5.66666666666667,6,5,6,1988,1,1,2,1,1,1,2,1,1
1.33333333333333,1,1,2,3.16666666666667,3,3,3,3,3,4,23,3.16666666666667,3,3,3,3,5,2,4.5,4,4,4,6,Firefox,0,0,3.6.24,2, ,6,3,4,3,5,4,2,4.2,4,6,3,4,5,4.4,15,4,3,3,5,4,3,6,43.974,.26444444,5.75,6,6,5,6,3,7,6,6,6.33333333333333,11/30/2011,11.1.102,2,15,2,6,5,1,5,6,5,3,4.75,0,0,67.248.136.217,1,0,0,3,5,0,0,Windows NT 5.1,-.285442512,4.5,5,5,5,5,5,2,4,3.66666666666667,4,5,2,R_5owckrWZU7L4RQ8,1,1,1,5,2,1024x768,2.75,5,2,2,2,0,11/30/2011,148,0:15:52,5.4,5,6,6,5,5,"it was good, not exactly a subject i wanted to learn about but good for what it was.",it was fun and intellectual,3.414, ,47.382, ,47.388, ,5.75,6,5,6,6,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.24) Gecko/20111103 Firefox/3.6.24 ( .NET CLR 3.5.30729; .NET4.0E),5,5,5,5,1988,1,2,2,1,1,2,2,1,1
5,5,5,5,4.83333333333333,5,5,6,4,4,5,21,3.83333333333333,3,3,4,4,5,4,4.75,5,5,4,5,Chrome,0,0,15.0.874.121,2, ,3,4,4,5,3,4,2,3.8,5,6,5,5,4,5,5,4,5,4,5,3,4,3,58.232,.15833333,6,6,6,6,6,3,6,6,6,6,12/1/2011,11.1.102,6,75,6,4,5,1,4,6,4,5,4.75,0,0,24.60.210.249,1,1,1,3,4,0,0,WOW64,-.174331400888889,4.66666666666667,5,5,4,4,5,5,3.5,5,5,5,5,R_a3QkWBXuJbLVdru,5,5,5,5,5,1680x1050,2,2,2,2,2,0,12/1/2011,211,0:09:29,5.2,5,6,5,5,5,The book was nice and had a solid amount of good information.,"The study was fast, to the point, and simple.",3.242, ,61.473, ,61.474, ,5.25,6,5,5,5,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",5.66666666666667,6,5,6,1990,1,2,2,1,1,2,2,1,1
4.33333333333333,3,3,7,2.16666666666667,3,2,2,1,2,3,23,3.66666666666667,5,2,4,2,4,5,4.75,5,5,4,5,Firefox,0,0,3.6.23, ,2,6,3,3,4,5,4, ,4.2,5,6,4,3,7,5,28,3.16666666666667,6,3,3,3,2,2,59.958,.33888888,7,7,7,7,7,3,2,7,5,4.66666666666667,12/1/2011,11.0.1,3,1,3,1,5,0,5,6,4,5,5,2,0,75.1.200.180,1,2,0,5,3,0,2,Windows NT 6.0,-.0909980675555555,4.16666666666667,3,4,5,5,5,3,4,6.33333333333333,6,6,7,R_9KB5eZGyYxfOIVC,3,5,5,5,4.5,1600x1000,2.5,3,3,3,1,0,12/1/2011,516,0:20:19,6.4,7,7,6,5,7,interesting but nothing eye grabbing,nope, ,7.89, ,67.842, ,67.848,6.5,7,6,7,6,Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.2.23) Gecko/20110920 Firefox/3.6.23 ( .NET CLR 3.5.30729; .NET4.0E),5.66666666666667,6,6,5,1988,1,2,2,1,1,2,2,1,1
2.66666666666667,2,2,4,4.5,5,4,5,4,5,4,23,5,5,5,5,5,5,5,5,5,5,5,5,Chrome,0,0,15.0.874.121,2, ,6,7,6,5,5,5,2,5.8,6,6,6,2,2,4.4,40,5,5,5,5,5,5,5,92.589,.21305555,4.75,5,5,4,5,4,3,7,6,5.33333333333333,12/1/2011,11.1.102,14,60,18,6,4,1,4,7,4,5,5,0,0,67.187.156.156,1,0,0,5,5,0,0,WOW64,-.035442512,5,5,5,5,5,5,5,5,6,7,5,6,R_d5PuED5GIBhpbBq,6,5,4,4,4.75,1440x900,2,2,2,2,2,0,12/1/2011,209,0:12:46,4.6,4,5,5,4,5,Didn't seem to be very in-depth. Glanced over a lot of topics without providing a great deal of information on any of them., ,5.072, ,97.658, ,97.661, ,5,6,5,4,5,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",6,5,7,6,1988,1,2,2,1,1,2,2,1,1
3,1,1,7,1,1,1,1,1,1,1,22,3.5,2,3,4,4,4,4,6,6,6,6,6,Firefox,0,0,8, ,2,2,2,3,3,3,3, ,2.6,7,7,7,7,5,6.6,2,6.66666666666667,7,5,7,7,7,7,129.474,.19638889,7,7,7,7,7,3,7,7,7,7,12/1/2011,11.1.102,0,20,0,1,3,0,3,6,4,6,4.75,0,0,68.51.5.222,1,0,0,3,3,0,0,X11,.436779710222222,4.33333333333333,5,5,5,4,4,3,3,5.66666666666667,6,6,5,R_cFOyHTFNKyChVe4,1,1,1,1,1,1366x768,1,1,1,1,1,0,12/1/2011,500,0:11:46,6.6,7,7,7,7,5,n/a,no, ,3.324, ,132.788, ,132.798,7,7,7,7,7,Mozilla/5.0 (Ubuntu; X11; Linux i686; rv:8.0) Gecko/20100101 Firefox/8.0,7,7,7,7,1989,1,2,2,1,1,2,2,1,1
4.33333333333333,3,5,5,3.66666666666667,5,2,4,5,4,2,19,3.66666666666667,3,6,4,2,4,3,5,6,5,5,4,Chrome,0,0,15.0.874.121, ,2,6,5,3,7,6,5, ,5.4,7,7,7,5,6,6.4,4,3.33333333333333,3,2,6,2,5,2,163.182,.24333334,5.5,5,7,5,5,3,6,7,7,6.66666666666667,12/1/2011,11.1.102,9,9,8,6,3,0,6,7,6,5,6,1,1,130.157.37.198,1,0,0,5,5,0,12,WOW64,.853446376888889,5,5,4,5,4,5,7,5,6,6,6,6,R_3xxytBDhLl9bvU0,4,4,4,5,4.25,1366x768,2.75,2,3,4,2,0,12/1/2011,521,0:14:36,5.8,5,4,6,7,7,A digital book is a electronic book that you can virtually read on a device such as a nook or a kindle.,"If this book was really to be sold as an e-book, I would love to see more photos and maps. Thanks!", ,3.187, ,166.367, ,166.369,5.25,5,6,5,5,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",2.66666666666667,3,3,2,1992,1,2,2,1,1,2,2,1,1
5,5,5,5,5,5,5,6,5,5,4,20,4.66666666666667,5,4,4,4,6,5,5,5,5,5,5,Safari,1,0,5.1.1, ,3,4,3,4,5,5,5, ,4.2,6,7,7,5,5,6,30,4.5,4,3,3,6,5,6,24.89,.35222223,6,6,5,6,7,3,5,7,6,6,12/2/2011,10.3.181,1,40,3,1,5,0,3,5,4,4,4,0,0,97.92.13.44,1,0,0,2,2,0,1,Intel Mac OS X 10_6_8,.464557488,5.33333333333333,6,5,5,5,5,6,2,5,5,5,5,R_6VurQ7Do7M660Je,4,5,4,5,4.5,1440x900,3.25,3,3,3,4,0,12/2/2011,563,0:21:08,6.4,7,7,6,6,6,It was well written and interesting., , ,6.944, ,31.832, ,31.834,4.25,2,5,5,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1.1 Safari/534.51.22",5,5,5,5,1991,1,1,2,1,2,1,2,1,2
4,4,4,4,4,4,4,4,4,4,4,22,4,4,4,4,4,4,4,4,4,4,4,4,MSIE,0,0,9,2, ,6,6,2,6,2,5,3,4.4,6,7,2,6,6,5.4,0,4,4,4,4,4,4,4,26.183,.17694445,6,6,6,6,6,3,7,7,7,7,12/1/2011,11.1.102.55,1,1,1,1,6,1,1,7,1,1,2.5,1,1,173.173.29.159,1,2,0,1,1,0,3,Windows NT 6.1,.964557488,4,4,4,4,4,4,4,1,7,7,7,7,R_8pKI8gfiIDc7nso,4,4,4,4,4,1366x768,6,6,6,6,6,1,12/1/2011,226,0:10:36,5.2,6,6,6,6,2,1,1,5.703, ,31.883, ,31.886, ,6,6,6,6,6,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; CPNTDF; .NET4.0C; AskTbORJ/5.13.1.18107; .NET4.0E),4,4,4,4,1989,1,1,2,1,2,1,2,1,2
1.33333333333333,1,1,2,1,1,1,1,1,1,1,22,2.83333333333333,4,3,3,1,4,2,2,2,2,2,2,Firefox,0,0,3.6.9,2, ,5,4,1,4,4,4,2,3.6,5,5,4,4,4,4.4,20,3.5,3,3,4,4,4,3,31.916,.17583333,3.25,3,4,4,2,3,7,7,7,7,12/1/2011,10.3.181,2.5,30,3,1,3,1,4,5,3,4,4,1,1,128.205.68.120,1,0,0,6,3,0,1,Intel Mac OS X 10.6,-.0909980675555555,3.33333333333333,4,3,4,4,4,1,4.5,5.33333333333333,4,6,6,R_es73DFufNxBN0TG,4,5,4,5,4.5,1280x800,3.25,4,4,4,1,1,12/1/2011,234,0:10:33,5,3,6,6,6,4,n/a,n/a,2.859, ,34.769, ,34.775, ,3,4,3,3,2,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.2.9) Gecko/20100824 Firefox/3.6.9,2.66666666666667,3,3,2,1989,1,1,2,1,2,1,2,1,2
1,1,1,1,1.83333333333333,1,1,1,1,1,6,19,1,1,1,1,1,1,1,1,1,1,1,1,Firefox,0,0,8,3, ,6,6,2,6,2,6,2,4.4,5,4,3,5,4,4.2,6,1.66666666666667,1,2,1,4,1,1,48.58,.20861112,3.75,5,3,3,4,3,6,6,6,6,12/1/2011,11.1.102,0,40,5,1,5,1,1,1,1,1,1,0,0,71.31.185.62,1,0,0,1,1,0,3,WOW64,.159001932444444,2.5,4,1,4,4,1,1,1,1.33333333333333,2,1,1,R_0qY8nyuUW5im3as,3,3,1,3,2.5,1366x768,7,7,7,7,7,0,12/1/2011,237,0:12:31,4.6,5,5,5,5,3,i didnt like it,no,4.788, ,53.364, ,53.368, ,5.25,6,5,5,5,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,3.33333333333333,3,4,3,1992,1,1,2,1,2,1,2,1,2
4,4,4,4,5.83333333333333,6,6,6,6,6,5,22,4.33333333333333,5,4,5,4,3,5,4,4,4,4,4,Firefox,0,0,8.0.1, ,3,4,5,4,5,2,7, ,4,7,7,3,6,6,5.8,8,4.33333333333333,5,5,4,3,4,5,50.302,.35305557,5,6,5,4,5,3,7,7,7,7,12/1/2011,10.3.183,2,1,1,6,4,0,4,4,4,4,4,0,0,108.39.42.247,0,0,0,4,4,0,6,rv:8.0.1,1.13122415466667,4,4,4,4,4,4,4,4,6,6,6,6,R_eS9JZg0Wl0aVWAI,4,4,4,4,4,1280x800,4,4,4,4,4,0,12/1/2011,503,0:21:11,6.6,7,7,7,6,6,"digital book are good because they do not use paper, they can be projected on a projector so others can read it, you can have a computer read the book(s). A person can post it on his/her website so students can read the text without paying for lots of copys. With things that are digital should be free.",No comments about this study., ,8.066, ,58.326, ,58.368,5,5,6,5,4,Mozilla/5.0 (Windows NT 5.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1,4.66666666666667,4,4,6,1989,1,1,2,1,2,1,2,1,2
2,4,1,1,4,4,4,4,4,4,4,19,3.83333333333333,4,4,4,3,5,3,5.5,4,6,6,6,Safari,1,0,5.1.1,2, ,6,6,2,6,2,6,3,4.4,7,7,4,5,6,5.8,6,4,4,4,4,4,4,4,88.542,.18138888,5.5,6,5,6,5,4,7,1,1,3,12/2/2011,11.0.1,2,5,4,1,4,1,1,1,1,1,1,1,1,76.99.168.41,1,0,0,1,1,0,10,Intel Mac OS X 10_6_8,.603446376888889,4.33333333333333,4,4,5,4,4,5,1,3.33333333333333,1,4,5,R_79ytJjdWM2B2DGs,4,4,4,4,4,1280x800,4,4,5,3,4,1,12/2/2011,279,0:10:52,4.4,5,6,4,4,3,It was pretty nice and intersting. I never really thought about Australia.,"No, it was nice",5.999, ,94.536, ,94.541, ,4.25,4,4,5,4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1.1 Safari/534.51.22",4,4,5,3,1992,1,1,2,1,2,1,2,1,2
7,7,7,7,2,1,1,1,7,1,1,19,2,1,1,1,4,1,4,1,1,1,1,1,MSIE,0,0,9,2, ,1,1,1,1,1,1,2,1,7,7,7,7,7,7,7,6,7,1,7,7,7,7,134.995,.22583333,7,7,7,7,7,3,7,7,7,7,12/2/2011,11.1.102.55,40,40,0,1,1,1,1,1,1,1,1,0,0,184.3.169.99,1,0,0,1,1,0,0,Windows NT 6.0,-.063220289777778,7,7,7,7,7,7,7,1,1,1,1,1,R_eo06Yc4IqMhCCc4,1,1,1,1,1,1280x800,7,7,7,7,7,0,12/2/2011,271,0:13:32,5.8,1,7,7,7,7,Horrible. Who cares about Australia?,No,11.175, ,146.168, ,146.17, ,7,7,7,7,7,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C),2,4,1,1,1992,1,1,2,1,2,1,2,1,2
5,5,5,5,5,6,4,5,5,4,6,21,3.66666666666667,3,4,3,4,3,5,6.25,7,6,5,7,Firefox,0,0,8.0.1,6, ,6,5,2,6,4,5,3,4.6,7,6,2,5,6,5.2,12,4,4,3,5,4,5,3,191.46,.6105555,7,7,7,7,7,3,7,7,7,7,12/2/2011,11.1.102,1,9,5,1,6,1,1,5,2,1,2.25,0,0,97.87.140.228,1,0,0,1,1,0,15,WOW64,.547890821333333,4.83333333333333,4,5,5,4,5,6,1,5,5,5,5,R_bHGcU134WdpdwTa,5,4,5,3,4.25,1366x768,4.25,4,4,4,5,1,12/2/2011,261,0:36:37,4.8,6,4,5,7,2,It was a bit boring. I was uninterested.,No.,4.103, ,195.555, ,195.563, ,4.75,5,4,5,5,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0.1) Gecko/20100101 Firefox/8.0.1,5,7,3,5,1990,1,1,2,1,2,1,2,1,2
4.33333333333333,4,5,4,5.16666666666667,6,5,5,5,5,5,22,4.83333333333333,5,6,4,5,5,4,5,5,5,5,5,Firefox,0,0,8, ,2,6,6,1,6,1,6, ,4,6,6,3,6,7,5.6,2,4.83333333333333,5,4,6,3,5,6,31.46,.15694444,5.5,5,6,5,6,3,3,4,3,3.33333333333333,12/2/2011,10.3.183,3,5,2,4,6,0,5,7,6,6,6,1,1,98.91.103.249,0,1,1,4,4,0,2,rv:8.0,.936779710222222,4.83333333333333,5,5,4,4,6,5,4,3.66666666666667,4,4,3,R_5BCbXL3ZWwDsD76,5,5,4,3,4.25,1024x768,5,5,4,5,6,1,12/2/2011,572,0:09:25,5.2,5,6,5,7,3, , , ,12.713, ,44.166, ,44.173,5.5,6,5,5,6,Mozilla/5.0 (Windows NT 6.0; rv:8.0) Gecko/20100101 Firefox/8.0,5,6,5,4,1989,1,2,2,1,2,2,2,1,2
5.33333333333333,5,5,6,4.66666666666667,5,3,5,5,4,6,19,4.16666666666667,5,5,3,5,4,3,5.75,5,6,6,6,MSIE,0,0,8,2, ,3,3,5,5,5,5,2,4.2,5,6,4,4,5,4.8,8,5.83333333333333,5,6,6,6,6,6,289.823,.29944444,5.75,5,6,6,6,3,5,5,4,4.66666666666667,11/28/2011,11.1.102.55,2,10,12,4,5,1,4,6,6,5,5.25,0,0,67.233.189.9,1,1,1,5,4,0,13,Windows NT 6.0,-.0632202897777779,5.16666666666667,5,6,6,5,4,5,4.5,6,6,6,6,R_20qBiQscLh0PQW0,5,4,5,5,4.75,1280x800,4,4,4,4,4,1,11/28/2011,65,0:17:57,5.6,5,6,6,6,5,I thought it was a bit interesting. If a bit generalized. I would've loved to hear more about the past history., ,3.776, ,293.599, ,293.599, ,6,6,6,6,6,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618; InfoPath.2; .NET4.0C),6,6,6,6,1992,1,2,2,1,2,2,2,1,2
5.33333333333333,5,6,5,5.33333333333333,7,2,6,5,5,7,22,5.5,6,6,6,4,5,6,6.25,6,7,6,6,Safari iPhone,1,1,5.0999999999999996, ,2,7,6,5,4,4,6, ,5.2,5,6,3,5,1,4,42,6.83333333333333,6,7,7,7,7,7,23.583,.6036111,7,7,7,7,7,3,1,7,6,4.66666666666667,12/1/2011,-1,3,10,5,2,7,0,4,4,4,4,4,0,0,198.228.220.99,0,0,0,1,1,0,2,CPU iPhone OS 5_0_1 like Mac OS X,.964557488,5.33333333333333,6,6,7,4,5,4,1,6.66666666666667,6,7,7,R_eQWsXUzRvNbWfUo,6,6,7,6,6.25,320x480,1.25,2,1,1,1,0,12/1/2011,496,0:36:13,6.2,6,7,7,7,4,I thought this digital book was very interesting it made me want to actually go and visit Australia., , ,19.308, ,19.797, ,42.891,7,7,7,7,7,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3",6,6,5,7,1989,1,1,2,2,1,1,2,2,1
3.66666666666667,3,4,4,5,5,5,5,5,5,5,20,3.5,1,1,4,4,6,5,7,7,7,7,7, ,0,0, , ,4,3,2,1,6,4,4, ,3.2,7,7,5,5,6,6,5,7,7,7,7,7,7,7,26.571,.1825,6.5,6,6,7,7,4,5,7,6,6,12/1/2011, ,1,1,2,4,7,0,3,5,2,1,2.75,0,0,98.223.137.129, ,0,0,2,1,0,20, ,.631224154666666,5.66666666666667,5,5,7,5,5,7,1.5,4.33333333333333,4,4,5,R_4Ib4tztuoky8CEY,7,7,7,7,7, ,2.75,3,3,4,1,0,12/1/2011,550,0:10:57,5.6,6,7,7,7,1,I enjoy reading digital books but not as much as paper of hardcover books,no, ,4.918, ,31.485, ,31.489,6,7,6,6,5, ,7,7,7,7,1991,1,1,2,2,1,1,2,2,1
3,3,2,4,5.5,6,5,4,5,6,7,18,4,6,4,3,4,5,2,5.25,6,5,6,4, ,0,0, ,2, ,6,5,2,7,6,6,2,5.2,6,7,7,1,6,5.4,5,5.16666666666667,5,5,5,6,7,3,27.173,.21666667,6.25,6,7,6,6,4,7,7,7,7,12/1/2011, ,1,4,3,4,5,1,5,4,5,3,4.25,1,1,66.184.76.68, ,0,0,4,5,0,10, ,.492335265777778,5.16666666666667,5,4,4,5,6,7,4.5,5.66666666666667,6,6,5,R_6VVgCrZxTnuxd64,5,6,4,6,5.25, ,1.25,1,2,1,1,0,12/1/2011,241,0:13:00,6.2,7,6,6,6,6,they are easy to read,nope,5.765, ,32.935, ,32.938, ,6.5,6,7,6,7, ,6,6,7,5,1993,1,1,2,2,1,1,2,2,1
